instname,numtype,solver,systemsolver,status,rawstatus,primalobj,dualobj,niters,buildtime,moitime,gctime,bytes,solvertime,directionstime,directionsbytes,absgap,relgap,xfeas,yfeas,zfeas,notes
fiac81a,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,7.513058065178761,7.513057846411163,13,2.576305057,13.923944032,0.490652929,1647901511,9.819358110427856,6.681154082,817924905,6.693418651247673e-7,8.909047139101937e-8,2.7630411998675984e-8,0.0,4.7409110366555235e-9,normalF64
syn30m,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-1426.1618621204404,-1426.1618497417435,18,2.537750024,13.984672568,0.548235228,1630010926,9.891615867614746,6.763742559,801521223,1.6645284339755761e-6,1.1671385122448362e-9,5.694594177402463e-6,0.0,4.088874080464182e-8,normalF64
syn10m02m,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-4717.0384434451935,-4717.03838101724,28,2.46236941,14.016621813,0.547034997,1655742687,9.9028160572052,6.845265504,827123080,8.37393541758269e-7,1.77525273918832e-10,7.48742519410365e-6,0.0,5.3343030711902704e-8,normalF64
rijc787,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,5.184465055258085,5.18446417379648,11,2.570389705,12.373165091,0.49152616,1456311217,8.259578943252563,5.165431695,626271331,9.661653896648451e-7,1.8635781004102136e-7,2.5886621256485326e-8,0.0,6.03210030994055e-9,normalF64
syn15h,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-854.322803401295,-854.3228016502751,16,2.481481866,13.78729958,0.480735364,1608107839,9.711596965789795,6.617413002,780596072,4.306095878791929e-8,5.0403616310464525e-11,4.806593502009859e-8,0.0,2.4425684897708233e-9,normalF64
ravem,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,230061.8640998521,230061.8648691816,64,2.519658606,14.607142529,0.605578167,1761444014,10.438565015792847,7.321209078,932424903,3.871138831370666e-11,1.6826512440781455e-16,0.2431934094305206,0.0,2.985720045057406e-11,normalF64
syn05m04m,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-6587.691552843803,-6587.69147088665,22,2.537030775,13.9850218,0.508094358,1626526079,9.885264873504639,6.755985604,797304296,2.7796676427271905e-7,4.2194866296180054e-11,2.923325083740742e-6,0.0,1.3466543722082246e-8,normalF64
enpro56,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,224061.59846371828,224061.59971482653,67,2.528312736,14.456104601,0.507180667,1810800958,10.432170867919922,7.311938717,981303303,7.564744133092328e-11,3.3761894687533807e-16,0.41096884487356294,0.0,5.496993571803178e-11,normalF64
syn05m03h,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-4027.9831666922883,-4027.9830910651876,23,2.602368449,14.073605844,0.473670077,1617081199,9.952125787734985,6.780464558,788722296,2.414831574704124e-7,5.99513819886974e-11,1.5267613928935155e-7,0.0,1.4279792109116408e-8,normalF64
syn20h,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,927.2199576706172,927.2198946377446,20,2.599882132,14.035879021,0.489223629,1619885007,9.93820309638977,6.780759664,791495176,1.234160897090053e-6,1.3310335771789683e-9,1.9902440003269687e-6,0.0,9.235482590567735e-8,normalF64
syn40m,Float64,hypatia,qrchol_dense,OTHER_ERROR,SolveCalled,-1833.9137368562144,-1833.9137330900037,23,2.557986943,0.0,0.0,0.0,NaN,6.948392107,841743560,4.25758162725387e-7,2.3215822760302932e-10,1.30489828628922e-6,0.0,7.843086003189149e-9,normalF64
rsyn0805m,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-2111.0247268819903,-2111.0247296026064,19,2.59780289,14.027879929,0.478524641,1598851263,9.910208940505981,6.721303972,769210024,7.570182980476403e-9,3.586022884562635e-12,9.961396210172817e-7,0.0,7.296899824164259e-11,normalF64
enpro48,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,174318.0350147311,174318.03470710816,51,2.550589676,14.218767886,0.390771857,1690702559,10.169934034347534,7.051571092,859956616,2.7291536995816337e-9,1.5656175244100244e-14,0.00204460355144634,0.0,1.5277793068161427e-10,normalF64
syn10m02h,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-2312.1456056538464,-2312.1454215387575,22,2.604242054,14.064822545,0.481693517,1626186383,9.974382162094116,6.770092001,796563416,1.2967307953526408e-6,5.60834400818776e-10,9.86583590511296e-7,0.0,5.8829731530331664e-8,normalF64
syn15m02m,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-4689.793273065203,-4689.793201882887,21,2.537779892,14.042191837,0.449588061,1647583183,9.9613938331604,6.858219803,815100296,1.212558479567629e-6,2.585526501843252e-10,4.706541886380736e-6,0.0,2.982144067899322e-8,normalF64
syn10m03m,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-6813.885426596245,-6813.885343936058,26,2.547260057,14.1822078,0.519042511,1697184910,10.104746103286743,6.965948118,864978663,1.3078841670788321e-6,1.9194396224712606e-10,1.2463891341933973e-5,0.0,4.714876803702227e-8,normalF64
rsyn0810m,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-2963.2095495514172,-2963.20973166982,19,2.603963558,14.114401612,0.479786971,1611347519,9.96364688873291,6.767153679,780746216,3.3975481231185434e-7,1.1465770699992777e-10,2.750762209394684e-5,0.0,4.593626532954709e-9,normalF64
syn05m04h,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-5510.999034779121,-5510.998714129119,26,2.577008152,14.221426239,0.510351338,1637744543,10.091470003128052,6.910938446,807375048,1.120211098104562e-6,2.0326824429383335e-10,2.0069073544017678e-5,0.0,4.391451226861877e-8,normalF64
rsyn0815m,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-2585.1356736760367,-2585.135800239425,20,2.58716466,14.022581964,0.460121746,1620182367,9.948623180389404,6.802257869,788100344,2.892906292443001e-7,1.1190539521391222e-10,2.3412048477254156e-6,0.0,2.9748857870986304e-9,normalF64
syn30h,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-146.59077430959428,-146.59073242103574,21,2.536885372,14.064133419,0.572766459,1641710479,9.956063032150269,6.828037832,810481880,2.0445363104748537e-6,1.3947237267175278e-8,1.0203826174925693e-6,0.0,3.9237454323094995e-8,normalF64
rsyn0820m,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-3896.230410483076,-3896.2311258897266,17,2.565083048,14.067421436,0.511709859,1618032223,9.964602947235107,6.797397407,784955592,1.3971541614199445e-6,3.5859125724721135e-10,1.1400611815622744e-5,0.0,1.0176894880187693e-8,normalF64
syn20m02m,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-4884.227969130365,-4884.227934302609,19,2.548414552,14.136993236,0.535593844,1663414655,10.074519872665405,6.929978079,827066632,1.9687173682947368e-6,4.0307646996363813e-10,5.584550341776635e-6,0.0,3.465704374104728e-8,normalF64
instname,numtype,solver,systemsolver,status,rawstatus,primalobj,dualobj,niters,buildtime,moitime,gctime,bytes,solvertime,directionstime,directionsbytes,absgap,relgap,xfeas,yfeas,zfeas,notes
instname,numtype,solver,systemsolver,status,rawstatus,primalobj,dualobj,niters,buildtime,moitime,gctime,bytes,solvertime,directionstime,directionsbytes,absgap,relgap,xfeas,yfeas,zfeas,notes
instname,numtype,solver,systemsolver,status,rawstatus,primalobj,dualobj,niters,buildtime,moitime,gctime,bytes,solvertime,directionstime,directionsbytes,absgap,relgap,xfeas,yfeas,zfeas,notes
instname,numtype,solver,systemsolver,status,rawstatus,primalobj,dualobj,niters,buildtime,moitime,gctime,bytes,solvertime,directionstime,directionsbytes,absgap,relgap,xfeas,yfeas,zfeas,notes
instname,numtype,solver,systemsolver,status,rawstatus,primalobj,dualobj,niters,buildtime,moitime,gctime,bytes,solvertime,directionstime,directionsbytes,absgap,relgap,xfeas,yfeas,zfeas,notes
instname,numtype,solver,systemsolver,status,rawstatus,primalobj,dualobj,niters,buildtime,moitime,gctime,bytes,solvertime,directionstime,directionsbytes,absgap,relgap,xfeas,yfeas,zfeas,notes
instname,numtype,solver,systemsolver,status,rawstatus,primalobj,dualobj,niters,buildtime,moitime,gctime,bytes,solvertime,directionstime,directionsbytes,absgap,relgap,xfeas,yfeas,zfeas,notes
instname,numtype,solver,systemsolver,status,rawstatus,primalobj,dualobj,niters,buildtime,moitime,gctime,bytes,solvertime,directionstime,directionsbytes,absgap,relgap,xfeas,yfeas,zfeas,notes
instname,numtype,solver,systemsolver,status,rawstatus,primalobj,dualobj,niters,buildtime,moitime,gctime,bytes,solvertime,directionstime,directionsbytes,absgap,relgap,xfeas,yfeas,zfeas,notes
instname,numtype,solver,systemsolver,status,rawstatus,primalobj,dualobj,niters,buildtime,moitime,gctime,bytes,solvertime,directionstime,directionsbytes,absgap,relgap,xfeas,yfeas,zfeas,notes
instname,numtype,solver,systemsolver,status,rawstatus,primalobj,dualobj,niters,buildtime,moitime,gctime,bytes,solvertime,directionstime,directionsbytes,absgap,relgap,xfeas,yfeas,zfeas,notes
bss1,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,1.7112389672263364,1.711238959488004,12,2.586680037,15.183423026,0.528967596,2044674239,11.189587116241455,8.069740375,1251216906,1.6549832393408792e-8,9.671257366861515e-9,1.0350192469720714e-9,0.0,1.4685910924241507e-9,normalF64
demb782,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,0.6931471783277884,0.6931471736260615,7,0.000393621,0.084762094,0.0,33669073,0.0847330093383789,0.076475195,33384385,1.3414720556603754e-8,1.9353351015524328e-8,2.7558330633646353e-9,0.0,1.382722911330865e-9,normalF64
bss2,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,4.108531662069831,4.108531659604134,9,0.000739765,0.498979156,0.038927513,243373609,0.4989511966705322,0.487920452,243049097,8.490720126985707e-9,2.0666069609413223e-9,5.998380240772174e-10,0.0,3.3564785651935396e-10,normalF64
demb781,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,0.6931471806453932,0.6931471773871488,12,0.000458787,0.670586283,0.051456281,330902688,0.6705598831176758,0.657281699,330529072,7.649373821457262e-9,1.103571372863688e-8,3.041030345943672e-10,0.0,3.3893340656144067e-10,normalF64
synthes1,Float64,hypatia,qrchol_dense,
instname,numtype,solver,systemsolver,status,rawstatus,primalobj,dualobj,niters,buildtime,moitime,gctime,bytes,solvertime,directionstime,directionsbytes,absgap,relgap,xfeas,yfeas,zfeas,notes
bss1,Float64,hypatia,qrchol_dense,
demb782,Float64,hypatia,qrchol_dense,
bss2,Float64,hypatia,qrchol_dense,
demb781,Float64,hypatia,qrchol_dense,
synthes1,Float64,hypatia,qrchol_dense,
gptest,Float64,hypatia,qrchol_dense,
rijc781,Float64,hypatia,qrchol_dense,
synthes2,Float64,hypatia,qrchol_dense,
rijc784,Float64,hypatia,qrchol_dense,
rijc785,Float64,hypatia,qrchol_dense,
rijc786,Float64,hypatia,qrchol_dense,
syn05m,Float64,hypatia,qrchol_dense,
rijc782,Float64,hypatia,qrchol_dense,
batchdes,Float64,hypatia,qrchol_dense,
synthes3,Float64,hypatia,qrchol_dense,
rijc783,Float64,hypatia,qrchol_dense,
syn10m,Float64,hypatia,qrchol_dense,
syn05h,Float64,hypatia,qrchol_dense,
beck751,Float64,hypatia,qrchol_dense,
beck752,Float64,hypatia,qrchol_dense,
beck753,Float64,hypatia,qrchol_dense,
fiac81b,Float64,hypatia,qrchol_dense,
batch,Float64,hypatia,qrchol_dense,
syn05m02m,Float64,hypatia,qrchol_dense,
syn15m,Float64,hypatia,qrchol_dense,
fang88,Float64,hypatia,qrchol_dense,
syn10h,Float64,hypatia,qrchol_dense,
demb761,Float64,hypatia,qrchol_dense,
demb762,Float64,hypatia,qrchol_dense,
demb763,Float64,hypatia,qrchol_dense,
syn20m,Float64,hypatia,qrchol_dense,
syn05m02h,Float64,hypatia,qrchol_dense,
syn05m03m,Float64,hypatia,qrchol_dense,
fiac81a,Float64,hypatia,qrchol_dense,
syn30m,Float64,hypatia,qrchol_dense,
syn10m02m,Float64,hypatia,qrchol_dense,
rijc787,Float64,hypatia,qrchol_dense,
syn15h,Float64,hypatia,qrchol_dense,
ravem,Float64,hypatia,qrchol_dense,
syn05m04m,Float64,hypatia,qrchol_dense,
enpro56,Float64,hypatia,qrchol_dense,
syn05m03h,Float64,hypatia,qrchol_dense,
syn20h,Float64,hypatia,qrchol_dense,
syn40m,Float64,hypatia,qrchol_dense,
rsyn0805m,Float64,hypatia,qrchol_dense,
enpro48,Float64,hypatia,qrchol_dense,
syn10m02h,Float64,hypatia,qrchol_dense,
syn15m02m,Float64,hypatia,qrchol_dense,
syn10m03m,Float64,hypatia,qrchol_dense,
rsyn0810m,Float64,hypatia,qrchol_dense,
syn05m04h,Float64,hypatia,qrchol_dense,
rsyn0815m,Float64,hypatia,qrchol_dense,
syn30h,Float64,hypatia,qrchol_dense,
rsyn0820m,Float64,hypatia,qrchol_dense,
syn20m02m,Float64,hypatia,qrchol_dense,
instname,numtype,solver,systemsolver,status,rawstatus,primalobj,dualobj,niters,buildtime,moitime,gctime,bytes,solvertime,directionstime,directionsbytes,absgap,relgap,xfeas,yfeas,zfeas,notes
instname,numtype,solver,systemsolver,status,rawstatus,primalobj,dualobj,niters,buildtime,moitime,gctime,bytes,solvertime,directionstime,directionsbytes,absgap,relgap,xfeas,yfeas,zfeas,notes
bss1,Float64,hypatia,qrchol_dense,
demb782,Float64,hypatia,qrchol_dense,
bss2,Float64,hypatia,qrchol_dense,
demb781,Float64,hypatia,qrchol_dense,
synthes1,Float64,hypatia,qrchol_dense,
gptest,Float64,hypatia,qrchol_dense,
rijc781,Float64,hypatia,qrchol_dense,
synthes2,Float64,hypatia,qrchol_dense,
rijc784,Float64,hypatia,qrchol_dense,
rijc785,Float64,hypatia,qrchol_dense,
rijc786,Float64,hypatia,qrchol_dense,
syn05m,Float64,hypatia,qrchol_dense,
rijc782,Float64,hypatia,qrchol_dense,
batchdes,Float64,hypatia,qrchol_dense,
synthes3,Float64,hypatia,qrchol_dense,
rijc783,Float64,hypatia,qrchol_dense,
syn10m,Float64,hypatia,qrchol_dense,
syn05h,Float64,hypatia,qrchol_dense,
beck751,Float64,hypatia,qrchol_dense,
beck752,Float64,hypatia,qrchol_dense,
beck753,Float64,hypatia,qrchol_dense,
fiac81b,Float64,hypatia,qrchol_dense,
batch,Float64,hypatia,qrchol_dense,
syn05m02m,Float64,hypatia,qrchol_dense,
syn15m,Float64,hypatia,qrchol_dense,
fang88,Float64,hypatia,qrchol_dense,
syn10h,Float64,hypatia,qrchol_dense,
demb761,Float64,hypatia,qrchol_dense,
demb762,Float64,hypatia,qrchol_dense,
demb763,Float64,hypatia,qrchol_dense,
syn20m,Float64,hypatia,qrchol_dense,
syn05m02h,Float64,hypatia,qrchol_dense,
syn05m03m,Float64,hypatia,qrchol_dense,
fiac81a,Float64,hypatia,qrchol_dense,
syn30m,Float64,hypatia,qrchol_dense,
syn10m02m,Float64,hypatia,qrchol_dense,
rijc787,Float64,hypatia,qrchol_dense,
syn15h,Float64,hypatia,qrchol_dense,
ravem,Float64,hypatia,qrchol_dense,
syn05m04m,Float64,hypatia,qrchol_dense,
enpro56,Float64,hypatia,qrchol_dense,
syn05m03h,Float64,hypatia,qrchol_dense,
syn20h,Float64,hypatia,qrchol_dense,
syn40m,Float64,hypatia,qrchol_dense,
rsyn0805m,Float64,hypatia,qrchol_dense,
enpro48,Float64,hypatia,qrchol_dense,
syn10m02h,Float64,hypatia,qrchol_dense,
syn15m02m,Float64,hypatia,qrchol_dense,
syn10m03m,Float64,hypatia,qrchol_dense,
rsyn0810m,Float64,hypatia,qrchol_dense,
syn05m04h,Float64,hypatia,qrchol_dense,
rsyn0815m,Float64,hypatia,qrchol_dense,
syn30h,Float64,hypatia,qrchol_dense,
rsyn0820m,Float64,hypatia,qrchol_dense,
syn20m02m,Float64,hypatia,qrchol_dense,
instname,numtype,solver,systemsolver,status,rawstatus,primalobj,dualobj,niters,buildtime,moitime,gctime,bytes,solvertime,directionstime,directionsbytes,absgap,relgap,xfeas,yfeas,zfeas,notes
bss1,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,1.7112389672263364,1.711238959488004,12,2.59003219,15.192144266,0.574685977,2018127404,11.17274808883667,8.060711463,1224819645,1.6549832393408792e-8,9.671257366861515e-9,1.0350192469720714e-9,0.0,1.4685910924241507e-9,normalF64
demb782,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,0.6931471783277884,0.6931471736260615,7,0.000301132,0.101769964,0.026472449,33647025,0.1017599105834961,0.101103866,33438593,1.3414720556603754e-8,1.9353351015524328e-8,2.7558330633646353e-9,0.0,1.382722911330865e-9,normalF64
bss2,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,4.108531662069831,4.108531659604134,9,0.000743324,0.442585407,0.032193037,231606961,0.4425771236419678,0.44122038,231376705,8.490720126985707e-9,2.0666069609413223e-9,5.998380240772174e-10,0.0,3.3564785651935396e-10,normalF64
demb781,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,0.6931471806453932,0.6931471773871488,12,0.000432256,0.662300274,0.044064349,351638000,0.6622910499572754,0.661183506,351384176,7.649373821457262e-9,1.103571372863688e-8,3.041030345943672e-10,0.0,3.3893340656144067e-10,normalF64
synthes1,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,0.7592846963152342,0.7592831688314045,12,0.000561025,3.530027875,0.24079518,1901291064,3.5300180912017822,3.528750477,1900984712,2.58647387737326e-7,3.4064680787723024e-7,9.852919601848764e-8,0.0,1.0181946218337123e-8,normalF64
gptest,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,-4.414286537084669,-4.414286546920818,12,0.000530517,0.350066188,0.030650659,179999792,0.3500559329986572,0.34883249,179718912,9.212070294084551e-9,2.0868763766677655e-9,5.950514383782144e-10,0.0,4.712893674153944e-10,normalF64
rijc781,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,-4.414286537084669,-4.414286546920818,12,0.00063881,0.398808701,0.03310947,206225248,0.39879798889160156,0.397464597,205944368,9.212070294084551e-9,2.0868763766677655e-9,5.950514383782144e-10,0.0,4.712893674153944e-10,normalF64
synthes2,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,-0.5544168937748399,-0.5544169439771452,17,0.000434468,0.252235462,0.016835285,133236568,0.2522270679473877,0.250967776,132935480,3.263710108841738e-9,5.886743613853869e-9,1.3405637568882972e-8,0.0,1.437467763438249e-10,normalF64
rijc784,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,13.342702798621138,13.34270277215572,16,0.001183708,3.658494052,0.243801864,1972936848,3.658485174179077,3.656227773,1972624336,5.134537706119602e-8,3.848199119622626e-9,4.150377179421867e-9,0.0,1.3412768212506982e-9,normalF64
rijc785,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,3.375177931356218,3.375177930092999,19,0.000566213,4.431334005,0.284425701,2389664176,4.431325912475586,4.429509937,2389330944,3.533967429802942e-8,1.0470462603746547e-8,6.507424176359139e-9,0.0,5.560015212707914e-10,normalF64
rijc786,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,3.3750741805284568,3.3750741658109717,9,0.000574853,1.723422481,0.114740682,926084416,1.7234129905700684,1.722300173,925753616,1.7314417050107167e-7,5.130084910577606e-8,4.3806091758680265e-8,0.0,2.4182465804812306e-9,normalF64
syn05m,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-1144.5242634438,-1144.5242629729985,17,0.000397482,1.812728876,0.12641105,943686528,1.8127200603485107,1.811501931,943354512,9.801361888772675e-9,8.563699522875126e-12,1.2838095357102419e-5,0.0,7.500813734289885e-10,normalF64
rijc782,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,8.74828001207762,8.74827980798742,14,0.000910584,8.024144835,0.521799932,4334087592,8.024134874343872,8.022248935,4333696840,9.697775585904012e-7,1.1085351404798091e-7,6.675897675537783e-8,0.0,2.7255138961977412e-8,normalF64
batchdes,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,160860.75202683703,160860.7520299979,44,0.000541953,2.10420663,0.158069015,1060629024,2.1041970252990723,2.100980881,1060251024,1.4725540733073923e-14,9.154216020529265e-20,0.00021902502168898646,0.0,2.1940018399230093e-14,normalF64
synthes3,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,15.08218629067887,15.082174620696078,14,0.001500244,0.7248448,0.03045056,179538752,0.7248349189758301,0.722049163,179083520,3.411521129398057e-7,2.261955729326125e-8,6.10820441386996e-7,0.0,1.412080594517521e-8,normalF64
rijc783,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,11.746440471067572,11.746440469818022,10,0.001548164,0.800659715,0.045624296,218859808,0.8006501197814941,0.798186504,218369824,1.0217908935628017e-8,8.698727892830596e-10,8.129135260109145e-10,0.0,3.06800359164967e-10,normalF64
syn10m,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,-2003.4558177976496,-2003.455817796059,24,0.000854626,3.510326072,0.216871426,1275324864,3.510317087173462,3.507607618,1274729344,1.7531281981675306e-11,8.750520887926053e-15,1.1778081308917851e-8,0.0,2.6372879021218677e-12,normalF64
syn05h,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,-838.0107266260405,-838.0107265976201,22,0.00047098,2.474724562,0.169137682,1324862264,2.474717140197754,2.47316144,1324427816,7.040870109165098e-10,8.401885423964344e-13,3.847009146907937e-9,0.0,3.772339687843678e-11,normalF64
beck751,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,7.5009521286905825,7.500952074476468,12,0.001769311,1.554282495,0.078309955,593458640,1.554274082183838,1.551449375,592716080,9.754426378978219e-8,1.3004251036571292e-8,1.0931781570956304e-8,0.0,2.0851925662491284e-9,normalF64
beck752,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,6.815509035061965,6.8155089785717005,16,0.001788039,3.046167955,0.178500216,1325602904,3.046159029006958,3.043071869,1324859384,9.495039477295563e-8,1.3931519285131074e-8,1.1582013913471904e-8,0.0,2.1824922328340012e-9,normalF64
beck753,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,6.298338700290319,6.2983386630211715,19,0.001826714,7.906140887,0.495101108,3814110984,7.906131982803345,7.902792606,3813366744,6.132871491768346e-8,9.737284417199862e-9,3.595617890838661e-9,0.0,1.4410439347280585e-9,normalF64
fiac81b,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,17.29284378852533,17.29284367159153,14,0.001991119,1.574198086,0.112201334,514209848,1.5741889476776123,1.57103031,513394568,1.5089560301143404e-7,8.725898751939998e-9,6.1263525528481e-9,0.0,1.1019093220299658e-9,normalF64
batch,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,259180.348118912,259180.3481340304,49,0.001272554,5.17549588,0.292941562,1706936112,5.175486087799072,5.170235513,1705931536,4.1308677801189786e-14,1.593819828493623e-19,0.0001222565433884829,0.0,1.3893171143506828e-11,normalF64
syn05m02m,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,-3618.4269745885754,-3618.426974519939,23,0.001386664,2.371926172,0.153133712,724240728,2.371912956237793,2.367621462,723175208,1.7260010087838396e-10,4.7700313448500375e-14,3.763590289644202e-9,0.0,1.9499256728268582e-11,normalF64
syn15m,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-1682.938009809231,-1682.9380072333092,14,0.001800361,1.212034312,0.047710576,274382024,1.2120211124420166,1.208189935,273254008,4.7827997178954125e-8,2.8419345751407476e-11,2.5832063849433007e-5,0.0,3.876827940949896e-9,normalF64
